Owner,question,ideal_answer,answer,blue score,METEOR score,ROUGE score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
Sahil,What are the advantages of using Watson Assistant over traditional chatbots?,"IBM Watson Assistant is built on natural-language understanding (NLU), natural-language processing (NLP), and machine learning (ML) to better understand questions, automate the search for the best answers, and complete the user's intended action.",a chatbot is a computer program that allows a human to communicate with another computer program.,9.25732495472854e-232,0.0,0.051282051,0.0757575757575757,0.0769230769230769,0.42159545,36,33.87336133727558,-0.6970843076705933,0.0930232558139534,0.5473020642995834
Sahil,What types of cloud computing services are available on IBM Cloud?,"IBM Cloud  is a robust suite of advanced data and AI tools, and deep industry expertise to help you on your journey to the cloud. Customers can choose among over 170 products and services covering data, containers, AI and machine learning, IoT, blockchain and more.",a) What types of cloud computing services are available on IBM Cloud?,3.3810636433821576e-155,0.0,0.0,0.2247191011235955,0.2456140350877193,0.79469645,27,45.66422160587843,-0.5586246252059937,0.2222222222222221,0.6294322535395622
Sahil,What is the Speech to Text API method used to transcribe audio?,The Speech to Text API method used to transcribe audio is the recognize method.,                                                                                                   ,0.0,0.0,0.0,0.0,0.0,-0.021687906,26,0.0,-0.9192880392074584,0.0,0.634982168674469
Sahil,What is the language model helper ?,text file of transcribed audio files used for customization,a. a. b. c. d.,0.0,0.0,0.0,0.0,0.0,-0.015176617,32,10.000000000000002,-1.1033653020858765,0.0,0.4427435025572777
Sahil,"What is the name for a container that stores intents, entities, and dialog nodes in Watson Assistant ?","The name for a container that stores intents, entities, and dialog nodes in Watson Assistant is a dialog skill (formerly known as a workspace)",a) a) b) c) d) e) f) g) h) i) j) k) l) m) n) o) p) q) r) t) u) v),5.8861436131115916e-232,0.0,0.0,0.035377358490566,0.0869565217391304,0.01844721,31,24.999999999999996,-1.11640202999115,0.0,0.34645664108836133
Sahil,Which special condition is automatically added to the dialog flow when you create a new instance of Watson Assistant?,"When you create a new instance of Watson Assistant, a special condition called ""Anything else"" is automatically added to the dialog flow. This condition is triggered when the user's input does not match any of the defined intents. It can be used to handle unexpected or out-of-context inputs from the user. The ""Anything else"" condition typically responds with a message asking the user to rephrase their input or offering help to guide them to the appropriate response.",":#dialog-start-welcome The Welcome node is defined using the welcome special condition, which is triggered when the assistant, rather than the user, starts the conversation. This happens when the integration or client application starts the session with an empty message and then waits for the assistant to greet the user, as with the Web chat integration with the home screen enabled, because in this situation the home screen provides the greeting. (Note that the welcome special condition is always triggered at the start of a conversation. You can use a combination of nodes with these two special conditions ( welcome and : Which special condition is automatically added to the dialog flow when you create a new instance of Watson Assistant? )",0.1283358184223406,0.01270648,0.0,0.2532227971383,0.43,0.63070977,20,55.19049057099276,-0.4657215476036072,0.3757575757575758,0.6767313545942306
Sahil,What is IBM cloud monitoring?,"The IBM Cloud Monitoring service is a fully managed monitoring service for administrators, DevOps teams and developers. Expect deep container visibility and comprehensive metrics. Reduce cost as you free up DevOps and better manage the software lifecycle.",[ : What is IBM cloud monitoring?],9.475293539507033e-232,0.0,0.0,0.2587090163934426,0.1904761904761904,0.81029516,25,37.71155931395595,-1.033905029296875,0.2051282051282051,0.6127936298196967
Himadri,Can WebSphere run in a container?,"You can run WebSphere® Application Server in a container by building your own container image with WebSphere Application Server binary files or by extending a pre-packaged IBM® container image.
",                                                                                                   ,0.0,0.0,0.0,0.0,0.0,-0.029702723,33,0.0,-0.9227359294891356,0.0,0.6092947423458099
Himadri,difference between watson assistant vs watson discovery?,IBM Watson® Assistant is the industry-leading conversational AI technology that powers chatbots. IBM Watson® Discovery focuses on proactively finding hidden insights through content mining and helps users quickly surface information by using a guided navigation experience.,                                                                                                   ,0.0,0.0,0.0,0.0,0.0,0.042871248,31,0.0,-0.8439610004425049,0.0,0.5636216402053833
Himadri,What is api connect? ,"IBM API Connect is a full lifecycle API management solution that uses an intuitive experience to help consistently create, manage, secure, socialize and monetize APIs, helping power digital transformation on premises and across clouds.",npm run build docker build -t loopback4-example-t : What is api connect?,7.290245807398516e-232,0.0,0.0,0.0961538461538461,0.1276595744680851,0.3766171,25,34.9155550523093,-0.7571604251861572,0.1395348837209302,0.526698018113772
Himadri,"What are the key features of openshift?
","1. Integrated platform includes container host, Kubernetes, and application life  cycle management using your choice of infrastructure.
                                                                                                                                                                                                                                                                2. Operators provide an agile DevOps workflow.
                                                                                                                                                                                                                                                                3. Security-focused, validated container content and services from a wide partner ecosystem.
                                                                                                                                                                                                                                                                4. Faster application development cycles and more frequent software deployments.
                                                                                                                                                                                                                                                                5. Simple installation and upgrades, even in air-gapped environments.
                                                                                                                                                                                                                                                                6. application portability with lower operational cost across hybrid cloud, multicloud, and edge footprints.
                                                                                                                                                                                                                                                                7. Consistent development experience across the application life cycle.",                                                                                                   ,0.0,0.0,0.0,0.0,0.0,0.07948034,33,0.0,-0.5909909009933472,0.0,0.6334193199872971
Himadri,can turbonomic can be used on prem?,Operators provide an agile DevOps workflow.,) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),0.0,0.0,0.0,0.0,0.0,-0.0438909,36,7.000000000000004,-1.226324439048767,0.0,0.2649337747693062
Himadri,What is AIX?,AIX is a series of proprietary Unix operating systems developed and sold by IBM for several of its computer platforms,YUM Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Toolbox Tool,0.0,0.0,0.0,0.0,0.0,-0.0176012,24,21.00000000000015,-0.8644208908081055,0.0,0.364869704246521
Himadri,"What is AIX server used for?
","It is typically used for enterprise servers and comes with a robust set of security options such as Kerberos V5 network authentication and dynamic secure tunnel authentication. AIX allows the system administrator to divide memory, CPU, and disk access between various jobs. The system supports IBM's 64-bit POWER processor and is backwards-compatible with 32-bit applications. It also runs most Linux applications (after recompiling them) and has full support for Java.",yum.sh script is a freeware program that allows you to create a YUM repository from a plain text file.,9.137850569985852e-232,0.0,0.0,0.1158301158301158,0.0851063829787234,0.097084075,29,68.1505404264957,-0.7247224450111389,0.072289156626506,0.5657729451303128
Himadri,"What is quantum computing?
","Quantum computing is a rapidly-emerging technology that harnesses the laws of quantum mechanics to solve problems too complex for classical computers. 

",                                                                                                   ,0.0,0.0,0.0,0.0,0.0,0.03795815,32,0.0,-0.9312343597412108,0.0,0.6312282532453537
Himadri,"Why do we need quantum computers?
","For some problems, supercomputers aren’t that super.

When scientists and engineers encounter difficult problems, they turn to supercomputers. These are very large classical computers, often with thousands of classical CPU and GPU cores. However, even supercomputers struggle to solve certain kinds of problems.

If a supercomputer gets stumped, that's probably because the big classical machine was asked to solve a problem with a high degree of complexity. When classical computers fail, it's often due to complexity

Complex problems are problems with lots of variables interacting in complicated ways. Modeling the behavior of individual atoms in a molecule is a complex problem, because of all the different electrons interacting with one another. Sorting out the ideal routes for a few hundred tankers in a global shipping network is complex too.","0 and 0 at the same time, thus creating a third state.",7.81061796130324e-232,0.0,0.0,0.0912408759124087,0.0416666666666666,0.042770557,32,92.77321481812884,-1.110175609588623,0.015625,0.5017092078924179
Himadri,what IBM tool can I use for ARM?,"Security-focused, validated container content and services from a wide partner ecosystem.",ARM? - ARM - ARM - ARM,0.0,0.0,0.0,0.0,0.0,0.0053628543,26,11.999999999999991,-1.4920588731765747,0.0,0.41270235776901243
Shivam,What is IBM cloud pak for data?,Faster application development cycles and more frequent software deployments. ,Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync. Sync,4.66322312669891e-237,0.0,0.0,0.004142502071251,0.0,0.09793682,30,10.00000000000003,-0.8027103543281555,0.0,0.4536767131090164
Shivam,Which IBM tool can be used for building machine learning models?,"Simple installation and upgrades, even in air-gapped environments.",                                                                                                   ,0.0,0.0,0.0,0.0,0.0,0.1273078,34,0.0,-0.8782745599746704,0.0,0.6641235053539276
Shivam,Which IBM tool can be used for model monitoring?,"Application portability with lower operational cost across hybrid cloud, multicloud, and edge footprints.",h : Which IBM tool can be used for model monitoring?,0.0,0.0,0.0,0.0403225806451612,0.0,0.13046144,32,14.000000000000009,-0.7745400667190552,0.0,0.5515299929039819
Shivam,What is watson knowledge catalog?,Consistent development experience across the application life cycle. ,? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ,0.0,0.0,0.0,0.0,0.0,0.02144413,30,9.000000000000021,-1.446281909942627,0.0,0.2851498383283615
Shivam,Can watson knowledge catalog be deployed on-prem?,"Yes, Watson Knowledge Catalog can be deployed on-premises, in addition to being available as a cloud-based service on IBM Cloud.",                                                                                                   ,0.0,0.0,0.0,0.0,0.0,-0.02570965,35,0.0,-0.8927407264709473,0.0,0.5877099335193634
Shivam,What are some potential benefits of using IBM Maximo for managing assets in your organization?,"
IBM Maximo is a powerful enterprise asset management platform that can provide several benefits for managing assets in an organization. Some potential benefits are: Improved asset uptime, Better asset utilization, Enhanced regulatory compliance, Improved asset planning and procurement and Increased operational efficiency.",a) the a) the b) the c) the d) the e) the f) the g) the h) the i) the j) the k) the l) the m) the n) the o) the p) the q) the r) the t) the t) the u) the v) the w) the x) the y) the z) the z) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the o) the,8.266510851263045e-233,0.01146789,0.0,0.0035765379113018,0.0140845070422535,-0.067503534,25,43.000000000000185,-1.1759920120239258,0.0,0.3064675682783127
Shivam,What are some potential benefits of using IBM Sterling to manage your organization's supply chain?,"IBM Sterling is a comprehensive supply chain management platform that can provide several benefits for managing supply chains in an organization. Some potential benefits are: Increased visibility, Improved collaboration, Enhanced data management, Improved inventory management, and Greater agility.",a. What are some potential benefits of using IBM Sterling to manage your organization's supply chain?,5.2334277369883004e-155,0.012224939,0.0,0.4383680555555556,0.4,0.83462584,20,35.474031049527404,-0.0675396472215652,0.3137254901960784,0.6540516262704675
Shivam,Does Cognos analytics have natural language based visualization?,"Yes, IBM Cognos Analytics does have natural language-based visualization capabilities. With its AI-powered assistant, users can interact with data using natural language, asking questions in plain English and receiving visualizations as answers. The assistant can understand complex queries, recognize patterns in data, and even suggest follow-up questions. This capability can help users with limited technical expertise to easily explore and analyze data, enabling them to make better business decisions based on insights gained from the data.",                                                                                                   ,0.0,0.0,0.0,0.0,0.0,0.007731814,33,0.0,-0.7418090105056763,0.0,0.585562214255333
Shivam,Which is the scalable and secure cloud storage platform provided by IBM?,"IBM provides a highly scalable and secure cloud storage platform called IBM Cloud Object Storage. This platform allows organizations to store and manage vast amounts of unstructured data, including images, videos, and documents, in a flexible and cost-effective manner. IBM Cloud Object Storage provides several features for data security, including data encryption at rest and in transit, access control policies, and multi-tenancy support. The platform is also designed for high availability, with multiple copies of data stored across different geographic locations to ensure data resiliency and business continuity.",": toc-completion-time=""""",0.0,0.0,0.0,0.0,0.0,-0.09065733,28,89.0,-0.9883897304534912,0.0,0.4113679528236389
